0.991080278	0.92976 	0.60614015	0.735385239	0.623179	0.434864488	0.559686566	0.34822 	0.277844624	0.35614251
0.965250965	0.610797	0.436493631	0.561587054	0.34032 	0.279176114	0.358011748	0.180859	0.162233983	0.192543193
0.92506938	0.431388	0.342958036	0.445126539	0.22952 	0.206970037	0.255329643	0.119832	0.115430328	0.130431897
0.874125874	0.333517	0.284263561	0.365138426	0.178704	0.165680203	0.197290099	0.0884209	0.09032242	0.099286389
0.816326531	0.271268	0.244351144	0.308688524	0.139506	0.139179963	0.161349894	0.0698585	0.074794962	0.080841155
0.755287009	0.22763 	0.21566995	0.26773101	0.116371	0.120868866	0.137391353	0.0593548	0.064321677	0.068743333
0.693962526	0.199324	0.194203638	0.237206067	0.101781	0.107544595	0.120474174	0.0525935	0.056828074	0.06025208
0.634517766	0.1749  	0.177622207	0.213879095	0.0887901	0.09746728	0.107982793	0.0430877	0.051230278	0.053996535
0.578368999	0.154259	0.164484314	0.195640653	0.0775976	0.089612045	0.098428999	0.0391707	0.046907773	0.049216405
0.526315789	0.142435	0.153853252	0.181084783	0.0727259	0.083337498	0.090912528	0.0358524	0.043480528	0.045457024
0.43554007	0.120942	0.137770825	0.159478595	0.0611873	0.07398167	0.079891938	0.0297647	0.038411717	0.039946116
0.330578512	0.102956	0.121620036	0.138358394	0.0517151	0.064747303	0.069229705	0.0249994	0.033456769	0.034614871
0.217391304	0.0857966	0.105482984	0.117897245	0.0433957	0.055678034	0.058960857	0.0204835	0.028636221	0.02948043
0.10989011	0.0658066	0.089276864	0.098024905	0.0323282	0.046724124	0.049014272	0.0155934	0.023920903	0.024507136
0.083160083	0.0528557	0.084561276	0.092370568	0.0263822	0.04414721	0.046186202	0.0125246	0.022571847	0.023093101
0.042553191	0.0387776	0.075773956	0.081985975	0.0199365	0.039378926	0.040993194	0.00895686	0.020084925	0.020496597
0.010989011	0.0387776	0.064185814	0.068588171	0.0199365	0.033157012	0.034294102	0.00895686	0.016857986	0.017147051
