0.996625	-0.361802179	-0.128429559	-0.620121506
0.992728	-0.085256967	-0.010553598	-0.286912093
0.987761	-0.015973978	0.001561236	-0.112503718
0.981757	-0.001220379	0.003321756	-0.039368501
0.966799	0.00182476	0.001878818	-0.003481954
0.948224	0.004986879	0.004986879	0.0018777
0.926469	0.004084666	0.004084666	0.004084666
0.902011	0.002144609	0.002144609	0.002144609
0.875348	0.007492855	0.007492855	0.000296477
0.846973	0.006348102	0.006348102	0.006348102
0.817361	0.004383222	0.004383222	0.004383222
0.786952	0.012086279	0.03803721	0.012086279
0.75614 	0.029769212	0.029769212	0.014625547
0.725275	0.009556827	0.044369132	0.009556827
0.694651	0.026904688	0.026904688	0.007156521
0.664514	0.019175058	0.063487018	0.019175058
0.606449	0.030546735	0.084786037	0.003427084
0.55217 	0.030714299	0.030714299	0.030714299
0.502225	0.045985767	0.045985767	0.008629133
0.316275	0.124295936	0.249217707	0.061835051
0.209085	0.019141845	0.019141845	0.019141845
0.0417298	0.034479138	0.379305518	0.034479138
0.0108752	0.472486634	0.963315511	0.227072195
