0.991080278	-0.32361985	-0.194374761	-0.188314512	-0.063492434	-0.070375376	0.00792251
0.965250965	-0.174303369	-0.049209946	-0.061143886	0.017691748	-0.018625017	0.011684193
0.92506938	-0.088429964	0.013738539	-0.022549963	0.025809643	-0.004401672	0.010599897
0.874125874	-0.049253439	0.031621426	-0.013023797	0.018586099	0.00190152	0.010865489
0.816326531	-0.026916856	0.037420524	-0.000326037	0.021843894	0.004936462	0.010982655
0.755287009	-0.01196005	0.04010101	0.004497866	0.021020353	0.004966877	0.009388533
0.693962526	-0.005120362	0.037882067	0.005763595	0.018693174	0.004234574	0.00765858
0.634517766	0.002722207	0.038979095	0.00867718	0.019192693	0.008142578	0.010908835
0.578368999	0.010225314	0.041381653	0.012014445	0.020831399	0.007737073	0.010045705
0.526315789	0.011418252	0.038649783	0.010611598	0.018186628	0.007628128	0.009604624
0.43554007	0.016828825	0.038536595	0.01279437	0.018704638	0.008647017	0.010181416
0.330578512	0.018664036	0.035402394	0.013032203	0.017514605	0.008457369	0.009615471
0.217391304	0.019686384	0.032100645	0.012282334	0.015565157	0.008152721	0.00899693
0.10989011	0.023470264	0.032218305	0.014395924	0.016686072	0.008327503	0.008913736
0.083160083	0.031705576	0.039514868	0.01776501	0.019804002	0.010047247	0.010568501
0.042553191	0.036996356	0.043208375	0.019442426	0.021056694	0.011128065	0.011539737
0.010989011	0.025408214	0.029810571	0.013220512	0.014357602	0.007901126	0.008190191
