1	0.9394369
2	0.8848969
3	0.8770492
4	0.8400525
5	0.8333852
6	0.8052318
7	0.7991999
8	0.7781818
9	0.7725512
10	0.7563541
11	0.7510019
12	0.738115
13	0.7329699
14	0.7224718
15	0.7174891
16	0.7087863
17	0.7039364
18	0.6966177
19	0.6918797
20	0.6856443
21	0.6810032
22	0.6756243
23	0.6710688
24	0.6663732
25	0.6620045
